question_id,issue_type,source_file,source_page,stored_value,proposed_value,evidence,computed_result,confidence,recommended_action
APCALC-LEGACY-MCQ-1969-012,public_release_blocked,AP Calculus historical archive,9; 3,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-013,public_release_blocked,AP Calculus historical archive,9; 3,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-014,public_release_blocked,AP Calculus historical archive,9; 3,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-015,public_release_blocked,AP Calculus historical archive,9; 3,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-016,public_release_blocked,AP Calculus historical archive,10; 4,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-017,public_release_blocked,AP Calculus historical archive,10; 4,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-018,public_release_blocked,AP Calculus historical archive,10; 4,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-019,public_release_blocked,AP Calculus historical archive,10; 4,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-020,public_release_blocked,AP Calculus historical archive,11; 5,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-021,public_release_blocked,AP Calculus historical archive,11; 5,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-022,public_release_blocked,AP Calculus historical archive,11; 5,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-023,public_release_blocked,AP Calculus historical archive,11; 5,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-024,public_release_blocked,AP Calculus historical archive,11; 5,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-025,public_release_blocked,AP Calculus historical archive,12; 6,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-026,public_release_blocked,AP Calculus historical archive,12; 6,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-027,public_release_blocked,AP Calculus historical archive,12; 6,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-028,public_release_blocked,AP Calculus historical archive,12; 6,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-029,public_release_blocked,AP Calculus historical archive,13; 7,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-030,public_release_blocked,AP Calculus historical archive,13; 7,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-031,public_release_blocked,AP Calculus historical archive,13; 7,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-032,public_release_blocked,AP Calculus historical archive,13; 7,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-033,public_release_blocked,AP Calculus historical archive,13; 7,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-034,public_release_blocked,AP Calculus historical archive,14; 8,D,,Orthogonal trajectories are not an exact current ECHS/AP lesson target.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-035,public_release_blocked,AP Calculus historical archive,14; 8,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-036,public_release_blocked,AP Calculus historical archive,14; 8,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-037,public_release_blocked,AP Calculus historical archive,14; 8,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-038,public_release_blocked,AP Calculus historical archive,14; 8,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-039,public_release_blocked,AP Calculus historical archive,14; 8,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-040,public_release_blocked,AP Calculus historical archive,15; 9,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-041,public_release_blocked,AP Calculus historical archive,15; 9,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-042,public_release_blocked,AP Calculus historical archive,15; 9,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-043,public_release_blocked,AP Calculus historical archive,15; 9,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-044,public_release_blocked,AP Calculus historical archive,15; 9,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1969-045,public_release_blocked,AP Calculus historical archive,15; 9,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-01,public_release_blocked,AP Calculus historical archive,3,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-02,public_release_blocked,AP Calculus historical archive,3,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-03,public_release_blocked,AP Calculus historical archive,3; 4,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-04,public_release_blocked,AP Calculus historical archive,4,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-05,public_release_blocked,AP Calculus historical archive,4,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-06,public_release_blocked,AP Calculus historical archive,4; 5,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1969-07,public_release_blocked,AP Calculus historical archive,5,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-01,public_release_blocked,AP Calculus historical archive,5,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-02,public_release_blocked,AP Calculus historical archive,5; 6,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-03,public_release_blocked,AP Calculus historical archive,6,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-04,public_release_blocked,AP Calculus historical archive,6,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-05,public_release_blocked,AP Calculus historical archive,6,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-06,public_release_blocked,AP Calculus historical archive,6; 7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1970-07,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-01,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-02,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-03,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-04,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-05,public_release_blocked,AP Calculus historical archive,7,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-06,public_release_blocked,AP Calculus historical archive,7; 8,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1971-07,public_release_blocked,AP Calculus historical archive,8,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-01,public_release_blocked,AP Calculus historical archive,8,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-02,public_release_blocked,AP Calculus historical archive,8,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-03,public_release_blocked,AP Calculus historical archive,8,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-04,public_release_blocked,AP Calculus historical archive,8; 9,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-05,public_release_blocked,AP Calculus historical archive,9,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-06,public_release_blocked,AP Calculus historical archive,9,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-AB-FRQ-1972-07,public_release_blocked,AP Calculus historical archive,9,,,"Retained in the canonical/admin archive; excluded from student practice pending source, answer, KaTeX, and/or mapping verification.",,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-001,public_release_blocked,AP Calculus historical archive,26; 20,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-002,public_release_blocked,AP Calculus historical archive,26; 20,E,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,E,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-003,public_release_blocked,AP Calculus historical archive,26; 20,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-004,public_release_blocked,AP Calculus historical archive,26; 20,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-005,public_release_blocked,AP Calculus historical archive,26; 20,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-006,public_release_blocked,AP Calculus historical archive,26; 20,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-007,public_release_blocked,AP Calculus historical archive,27; 21,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-008,public_release_blocked,AP Calculus historical archive,27; 21,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-009,public_release_blocked,AP Calculus historical archive,27; 21,A,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,A,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-010,public_release_blocked,AP Calculus historical archive,27; 21,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-011,public_release_blocked,AP Calculus historical archive,27; 21,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-012,public_release_blocked,AP Calculus historical archive,27; 21,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-013,public_release_blocked,AP Calculus historical archive,28; 22,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-014,public_release_blocked,AP Calculus historical archive,28; 22,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-015,public_release_blocked,AP Calculus historical archive,28; 22,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-016,public_release_blocked,AP Calculus historical archive,28; 22,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-017,public_release_blocked,AP Calculus historical archive,28; 22,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-018,public_release_blocked,AP Calculus historical archive,28; 22,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-019,public_release_blocked,AP Calculus historical archive,29; 23,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-020,public_release_blocked,AP Calculus historical archive,29; 23,D,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,D,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-021,public_release_blocked,AP Calculus historical archive,29; 23,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-022,public_release_blocked,AP Calculus historical archive,29; 23,B,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,B,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
APCALC-LEGACY-MCQ-1973-023,public_release_blocked,AP Calculus historical archive,30; 24,C,,Preserved in the canonical teacher/archive bank. Excluded from the public GitHub Pages student pool because the source metadata permits school-internal use only and page-by-page transcription signoff is pending.,C,verified,Keep redacted from public student practice; verify source/transcription and obtain release authorization before promotion.
